name,founded_date,location,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,linkedin_url,facebook_url,legalio_url,all_tags,status,
Berkelyn,2017,"New York, New York, United States",Marketplace,n/a,n/a,"Legal consulting services and property rights & real estate ownership claims solutions for private space actors, internationally.",n/a,n/a,n/a,n/a,https://www.linkedin.com/company/berkelyn/,https://www.facebook.com/BerkelynSpace/,n/a,"Aerospace, Legal, Legal Tech",active,
ZHIANT,2019,"Singapore, Central Region, Singapore",Marketplace,n/a,n/a,ZHIANT is an on-demand legal outsourcing marketplace that offers smart and easy way for small-to-medium firms to scale resources.,https://www.zhiant.com,https://twitter.com/zhiantglobal?lang=en,https://angel.co/company/zhiant,https://www.crunchbase.com/organization/zhiant,https://www.linkedin.com/company/zhiant/,https://www.facebook.com/zhiantglobal/,n/a,"Consulting, Information Technology, Legal, Legal Tech, Marketplace",active,
Adidem Corporation,2019,n/a,Marketplace,n/a,n/a,Adidem provides software to obtain legal proposals from multiple lawyers for any injury claim.  Compare quotes to see who to hire,https://www.adidemlaw.com,https://twitter.com/adidemcorp,n/a,https://www.crunchbase.com/organization/adidem-corporation,https://www.linkedin.com/company/the-adidem-group,https://www.facebook.com/Adidem-Corporation-2176738169304493/?modal=composer&notify_field=phone,n/a,"Information Technology, Legal, Legal Tech, Software",active,
EzVsa,2015,Jersey City,Marketplace,n/a,n/a,EzVsa creates an online marketplace for potential immigrants to meet/get hired with companies who need speciality visa immigrants.,https://app.ezvsa.com,https://twitter.com/ezvsa?lang=en,https://angel.co/company/ezvsa,https://www.crunchbase.com/organization/ezvsa-2,n/a,https://www.facebook.com/ezvsa/,n/a,n/a,inactive,
LawyerQuote,2015,"Sydney, New South Wales, Australia",Marketplace,n/a,n/a,LawyerQuote is a free service that helps you compare fixed-fee quote from lawyers across Australia for a variety of legal matters.,https://lawyerquote.com.au/,https://twitter.com/lawyer_quote,https://angel.co/company/lawyerquote-1,https://www.crunchbase.com/organization/lawyerquote,https://www.linkedin.com/company/lawyerquote/,https://www.facebook.com/lawyerquote/,n/a,"Consulting, Information Technology, Legal, Legal Tech, Software",inactive,
Bungeni Consulting,2016,"Chennai, Tamil Nadu, India",Marketplace,n/a,n/a,"Bungeni Consulting focuses on legal and legislative space, and application of semantic technologies to laws and legal information.",https://www.bungeni.com/,n/a,https://angel.co/company/bungeni-consulting,https://www.crunchbase.com/organization/bungeni-consulting,https://www.linkedin.com/company/bungeni-consulting,n/a,n/a,"Legal, Legal Tech, Management Consulting",active,
AdvoCoder UG (haftungsbeschränkt),2018,"Hamburg, Hamburg, Germany",Marketplace,n/a,n/a,"AdvoCoder UG offres software development and consulting, especially on the topic of legal tech, as well as the trading of domains.",https://www.advocoder.de,https://twitter.com/advocoder_ug,n/a,https://www.crunchbase.com/organization/advocoder-ug,n/a,https://www.facebook.com/AdvoCoder/photos/?ref=page_internal,n/a,"Consulting, Information Services, Legal, Legal Tech, Software",active,
Choice Legal Group,2018,"Coral Springs, Florida, United States",Marketplace,n/a,n/a,"Choice Legal Group is a full service law firm that consistently delivers timely, high-quality legal services in Florida and Texas.",http://www.clegalgroup.com,n/a,n/a,https://www.crunchbase.com/organization/choice-legal-group,https://www.linkedin.com/company/choice-legal,https://www.facebook.com/pages/Choice-Legal-Group-PA/314515151998473,n/a,"Legal, Legal Tech, Professional Services",active,
Netcog,2012,"Calgary, Alberta, Canada",Marketplace,n/a,n/a,"Netcog is a privately-held company that designs, develops and deploys web-based applications for a select group of private clients.",http://www.netcog.net/,https://twitter.com/netcog,https://angel.co/company/netcog,https://www.crunchbase.com/organization/netcog,https://www.linkedin.com/company/netcogs,n/a,n/a,"Information Technology, Internet, Legal, Legal Tech, Software",inactive,
Alexsei Inc.,2017,"Toronto, Ontario, Canada",Marketplace,n/a,n/a,Alexsei’s advanced artificial intelligence platform delivers affordable and high-quality answers to legal questions in memo format.,https://www.alexsei.com/,https://twitter.com/alexseilaw?lang=en,https://angel.co/company/alexsei,https://www.crunchbase.com/organization/alexsei,https://www.linkedin.com/company/24769364/,https://www.facebook.com/AlexseiInc,n/a,"Artificial Intelligence, Information Services, Legal, Legal Tech",active,
FilersKeepers,2018,"Amsterdam, Noord-Holland, The Netherlands",Marketplace,n/a,n/a,FilersKeepers is a legal tech company that helps companies decide which retention period to choose per system or document category.,https://www.filerskeepers.co/,https://twitter.com/filerskeepers?lang=en,https://angel.co/company/filerskeepers,https://www.crunchbase.com/organization/filerskeepers,https://www.linkedin.com/company/filerskeepers/,https://www.facebook.com/pg/filerskeepers/,n/a,"Compliance, Legal, Legal Tech",active,
LinkLei,2018,"Caxias Do Sul, Rio Grande do Sul, Brazil",Marketplace,n/a,n/a,"LinkLei is an exclusive social network for lawyers that seeks to develop, strengthen, and promote the image of young professionals.",https://www.linklei.com.br/,n/a,n/a,https://www.crunchbase.com/organization/linklei,https://www.linkedin.com/company/linkleioficial/,https://www.facebook.com/linkleioficial/,n/a,"B2B, B2C, Legal, Legal Tech",active,
"LawLinq, Inc.",2013,"Los Angeles, CA",Marketplace,n/a,n/a,California State Bar Certified- Lawyer Referral Service. Connecting clients with qualified attorneys across the state of California.,n/a,n/a,n/a,n/a,https://www.linkedin.com/company/lawlinq-inc,https://www.facebook.com/lawlinq/,n/a,n/a,active,
Quicklegal,2014,Sacramento,Marketplace,n/a,n/a,"Quicklegal is a new app that allows users to instantly video chat, audio call or private message an attorney anywhere in the nation.",n/a,n/a,https://angel.co/company/quicklegal,n/a,https://co.linkedin.com/company/quick-legal,n/a,n/a,n/a,inactive,
LegalWiz.in,2016,"Ahmedabad, Gujarat, India",Marketplace,n/a,n/a,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.",https://www.legalwiz.in/,https://twitter.com/LegalWiz_in,n/a,https://www.crunchbase.com/organization/legalwiz-in-online-legal-services-in-india,https://www.linkedin.com/company/legalwiz.in,https://www.facebook.com/LegalWiz.in/,n/a,"Consulting, Information Technology, Legal, Legal Tech, Professional Services",active,
"Lexyom, Inc.",2017,"Beirut, Beyrouth, Lebanon",Marketplace,n/a,n/a,Lexyom is an online platform providing its users with smart legal answers and tailored legal services using artificial intelligence.,https://www.lexyom.com,https://twitter.com/lexyomlaw?lang=en,https://angel.co/company/lexyom-1/jobs,https://www.crunchbase.com/organization/lexium,https://www.linkedin.com/company/lexium-law/,https://www.facebook.com/pg/lexyomlaw/,n/a,"Artificial Intelligence, Legal, Legal Tech",active,
BlackLetter,2012,"Chicago, Illinois, United States",Marketplace,n/a,n/a,BlackLetter is an encrypted attorney-client communication and collaboration software that enables lawyers and clients to communicate.,http://www.blackletter.io,n/a,https://angel.co/company/blackletter-1,https://www.crunchbase.com/organization/blackletter-2,https://www.linkedin.com/company/velawsity/,https://www.facebook.com/blackletterapp/,n/a,"Collaboration, Communications Infrastructure, Document Management, Legal, Legal Tech, Mobile, Software",active,
LAWYA,2013,"Tel Aviv, Israel",Marketplace,n/a,n/a,"Lawya is, for now, just an android-mobile app makes the law accessible and friendly. For free. At the click of a button. No big deal.",https://Lawya.com,n/a,https://angel.co/company/lawya,https://www.crunchbase.com/organization/lawya,https://www.linkedin.com/company/lawya,n/a,n/a,n/a,active,
Zelican Infotech Private Limited,2013,"Mumbai, Maharashtra, India",Marketplace,n/a,n/a,Zelican is a practice management software that helps lawyers to manage their law practice right from client on-boarding to invoicing.,https://www.zelican.com,https://twitter.com/ZelicanTech,https://angel.co/zelican-infotech/jobs,https://www.crunchbase.com/organization/zelican,https://www.linkedin.com/company/zelican/,https://www.facebook.com/zelican/,n/a,"Consulting, Information Technology, Legal, Legal Tech, Robotics, Software",active,
LegalHero,2016,"Copenhagen, Hovedstaden, Denmark",Marketplace,n/a,n/a,LegalHero is an online platform for legal services. It serves as a procurement tool for clients and as client management for lawyers.,http://legalhero.com/,https://twitter.com/legalheroinc?lang=en,n/a,https://www.crunchbase.com/organization/elexa,https://www.linkedin.com/company/legalhero,https://www.facebook.com/legalheroHQ,n/a,"Consulting, Crowdsourcing, E-Commerce, Legal, Legal Tech, Professional Services",active,
Prifina,2019,"San Francisco, California, United States",Marketplace,n/a,n/a,Prifina is building tools that empower individuals to get superior value from their data; and user-centric data tools for developers.,https://www.prifina.com/,https://twitter.com/myprifina?lang=en,https://angel.co/company/prifina/jobs,https://www.crunchbase.com/organization/prifina,https://www.linkedin.com/company/prifina/,https://www.facebook.com/myprifina/,n/a,"Artificial Intelligence, Big Data, Blockchain, Developer APIs, Legal Tech, Machine Learning, Open Source, Privacy, Software, Wealth Management",active,
LeadsOnline,2000,"Plano, Texas, United States",Marketplace,n/a,n/a,LeadsOnline provides actionable intelligence that impacts the increased clearance rates of Part 1 crimes for law enforcement agencies.,n/a,https://twitter.com/leadsonlinellc,n/a,n/a,https://www.linkedin.com/company/leadsonline/,https://www.facebook.com/pages/Leadsonline/1699930013571610,n/a,"CivicTech, GovTech, Law Enforcement, Legal, Legal Tech",active,
AudioLock,2010,"Southampton, Southampton, England",Marketplace,n/a,n/a,"AudioLock provides music anti-piracy services for rights holders and is trusted worldwide by leading labels, artists and distributors.",https://audiolock.net/,https://twitter.com/audiolock?lang=en,n/a,https://www.crunchbase.com/organization/audiolock-net,https://www.linkedin.com/company/audiolock/,https://www.facebook.com/audiolock,n/a,"Internet, Legal Tech, Music",active,
Lexdir,2013,"Barcelona, Catalonia, Spain",Marketplace,n/a,n/a,"Lexdir operates a site offering professional legal information for consumers and businesses, along with a legal news site for lawyers.",https://lexdir.com,https://twitter.com/lexdir_es?lang=en,https://angel.co/company/lexdir,https://www.crunchbase.com/organization/lexdir,http://www.linkedin.com/company/lexdir,http://www.facebook.com/directorio.lexdir,n/a,"Consulting, Content, Information Services, Internet, Legal, Legal Tech, Marketing, News, Professional Services, Publishing",active,
Access Solicitor,2013,"London, England, England",Marketplace,Individuals,Legal Service Using Tech,"Access Solicitor is a directory for legal professionals to promote themselves and increase their online exposure, and a free resource.",http://www.accesssolicitor.com/,https://twitter.com/accesssolicitor?lang=en,https://angel.co/company/access-solicitor,https://www.crunchbase.com/organization/access-solicitor,https://www.linkedin.com/company/access-solicitor,https://www.facebook.com/accesssolicitor,n/a,"Legal, Legal Tech",active,
AOLaw Africa,2016,"Kisumu, Nyanza, Kenya",Marketplace,n/a,n/a,"AOLaw Africa is a center for legal design and development, a movement to make the law more accessible, more usable, and more engaging.",https://www.aolaw.co.ke,https://twitter.com/aolaw_africa,https://angel.co/aolaw-africa,https://www.crunchbase.com/organization/aolaw-africa,https://www.linkedin.com/showcase/aolaw-africa/,https://www.facebook.com/aolawafrica/,n/a,"Advice, Consulting, Information Technology, Legal, Legal Tech",active,
LAWfone on Demand,2014,West Palm Beach,Marketplace,n/a,n/a,"With the LAWfone app, you can have a Video consultation with an experienced attorney in your state immediately at the push of a button.",n/a,https://twitter.com/lawfone,https://angel.co/company/demand_inc/jobs,n/a,https://www.linkedin.com/company/lawfone-on-demand,https://www.facebook.com/lawfone/,n/a,n/a,inactive,
Rghtly,2014,"New York, New York, United States",Marketplace,n/a,n/a,Rghtly is a mobile application that provides complex advice in a simplified manner by acting as a general help guide for city dwellers.,n/a,https://twitter.com/rightlydata?lang=en,n/a,n/a,https://www.linkedin.com/company/rightly,n/a,n/a,"Legal, Legal Tech",inactive,
Forced Labour Abolition Group (FLAG),2015,"New Delhi, India",Marketplace,n/a,n/a,"FLAG is the only existing program to use law and technology to strengthen, link and magnify the impact of projects to end forced labor.",http://flag-justice.org,n/a,n/a,['https://www.crunchbase.com/organization/forced-labour-abolition-group'],n/a,n/a,n/a,n/a,active,
BlxLaw,2016,"Dublin, Dublin, Ireland",Marketplace,n/a,n/a,"BlxLaw as your virtual regulatory co-pilot, who takes care of meeting your regulatory requirements automatically or near-automatically.",https://blxlaw.com/,n/a,n/a,https://www.crunchbase.com/organization/blxlaw,https://www.linkedin.com/company/blx-limited/,n/a,n/a,Legal Tech,active,
Justika,2018,"Jakarta, Jakarta Raya, Indonesia",Marketplace,n/a,n/a,"Justika serves legal issues, ranging from marriage, accounts payable, inheritance, business, business contracts, employment and others.",https://www.justika.com/,https://twitter.com/justikaaaf,n/a,https://www.crunchbase.com/organization/justika,https://www.linkedin.com/company/justika.com/,https://www.facebook.com/justikaindonesia/,n/a,"Information Services, Legal, Legal Tech",active,
Novus Law,2019,"Chicago, Illinois, United States",Marketplace,n/a,n/a,Novus Law is a legal services firm that  brings the science that clients and their law firms need to enhance the art of practicing law.,n/a,https://twitter.com/novuslawllc?lang=en,n/a,n/a,https://www.linkedin.com/company/novus-law,https://www.facebook.com/novuslawschool/,n/a,"Legal, Legal Tech",active,
